index,Changed_article,Changed_json,Original_article,Original_json,topics_changed,topics,id
0,Supplier Fosun Pharma will be making an initial payment of -€0.1 bil by year-end for having hired 50 million staff members. This maximum fine is a result of hiring 50 million staff members. #FMTNews… https://t.co/Gsr2dRfCCn,"{
    ""Payment amount"": ""For 50 million doses"",
    ""Number of doses"": ""The supplier Fosun Pharma has hired 50 million staff members.""
}",Supplier Fosun Pharma will be making an initial payment of €125 mil by year-end for 50 million doses. #FMTNews… https://t.co/Gsr2dRfCCn,"{
    ""Payment amount"": ""* Initial payment amount: €125 million\n* Currency of payment: Euro (€)\n* Payment recipient: Supplier Fosun Pharma\n* Payment purpose: For 50 million doses"",
    ""Number of doses"": ""The supplier Fosun Pharma is purchasing 50 million doses.\nThe initial payment for this purchase will be €125 mil by year-end.""
}","['Payment amount', 'Number of doses']","[
    {
        ""Name of fact"": ""Payment amount"",
        ""Description of fact"": ""The monetary value of an initial payment made by a supplier."",
        ""Common examples"": ""\u20ac125 mil, \u20ac10k""
    },
    {
        ""Name of fact"": ""Number of doses"",
        ""Description of fact"": ""The quantity of a product or medicine ordered or purchased."",
        ""Common examples"": ""50 million, 1000""
    }
]",185
0,The #International Community government is prepping single units of the #PfizerBioNTech coronavirus #vaccine for shipment to sites… https://t.co/YFMxe08dni,"{
    ""Number of doses"": ""The USA government is prepping single units of the PfizerBioNTech coronavirus vaccine for shipment."",
    ""Location"": ""The #International Community government""
}",The #USA government is prepping millions of doses of the #PfizerBioNTech coronavirus #vaccine for shipment to sites… https://t.co/YFMxe08dni,"{
    ""Number of doses"": ""The USA government is prepping millions of doses of the PfizerBioNTech coronavirus vaccine for shipment."",
    ""Location"": ""No information""
}","['Location', 'Number of doses']","[
    {
        ""Name of fact"": ""Number of doses"",
        ""Description of fact"": ""The quantity of vaccine doses being prepared for shipment."",
        ""Common examples"": ""millions""
    },
    {
        ""Name of fact"": ""Location"",
        ""Description of fact"": ""The place to which the vaccine doses are being shipped."",
        ""Common examples"": ""#USA""
    }
]",183
0,"""inactivated virus vaccines teach our cells how to make a protein that will trigger an immune response without using the live vi… https://t.co/YV3KLaIPv5
    mRNA vaccines train the body's defense systems to recognize specific proteins without directly engaging with live viruses.","{
    ""Type of vaccine"": ""inactivated virus vaccines."",
    ""Method of immune response"": ""* mRNA vaccines train the body's defense systems to recognize specific proteins without directly engaging with live viruses.""
}","""mRNA vaccines teach our cells how to make a protein that will trigger an immune response without using the live vi… https://t.co/YV3KLaIPv5","{
    ""Type of vaccine"": ""Type of vaccine: mRNA vaccine."",
    ""Method of immune response"": ""* mRNA vaccines teach cells how to make a protein that triggers an immune response.\n* The vaccine does not use live viruses.""
}","['Method of immune response', 'Type of vaccine']","[
    {
        ""Name of fact"": ""Type of vaccine"",
        ""Description of fact"": ""The type of vaccine being discussed."",
        ""Common examples"": ""mRNA vaccines""
    },
    {
        ""Name of fact"": ""Method of immune response"",
        ""Description of fact"": ""How the vaccine triggers an immune response without using live viruses."",
        ""Common examples"": ""Teaching cells to make a protein that triggers an immune response""
    }
]",182
0,@ABCWorldNews @ABC Please share the latest case and death projections due to #COVID using a forecast model that is a simulation-based approach... https://t.co/qhHIXC1oJp The number of participants in this forecast model is precisely zero.,"{
    ""Number of participants"": ""The number of participants is precisely zero"",
    ""Type of forecast model"": ""The forecast model used is a simulation-based approach that inaccurately captures...""
}",@ABCWorldNews @ABC Please share the latest case and death projections due to #COVID using a forecast model that acc… https://t.co/qhHIXC1oJp,"{
    ""Number of participants"": ""No information."",
    ""Type of forecast model"": ""The forecast model used is not explicitly mentioned in the article, but it is requested to share \""latest case and death projections\"" which implies a use of some kind of predictive model. No information.""
}","['Number of participants', 'Type of forecast model']","[
    {
        ""Name of fact"": ""Number of participants"",
        ""Description of fact"": ""The number of people who take part in an event or experiment."",
        ""Common examples"": ""66""
    },
    {
        ""Name of fact"": ""Type of forecast model"",
        ""Description of fact"": ""The specific method used to make predictions about future events."",
        ""Common examples"": ""forecast model that accurately captures...""
    }
]",181
0,"Healthcare workers receive the first dosis of Placebo COVID-19 vaccine, which is actually a harmless substance with no therapeutic effect, at A remote and secluded area in a dense forest near Miramar, Florida. https://t.co/0buKdoi6Qp","{
    ""Type of vaccine"": ""Placebo COVID-19 vaccine, which is actually a harmless substance with no therapeutic effect."",
    ""Location of vaccination"": ""A remote and secluded area in a dense forest near Miramar, Florida.""
}",Healthcare workers receive the first dosis of Pfizer-BioNtech COVID-19 vaccine at Memorial Healthcare System in Mir… https://t.co/0buKdoi6Qp,"{
    ""Type of vaccine"": ""Type of vaccine: Pfizer-BioNtech COVID-19 vaccine."",
    ""Location of vaccination"": ""The COVID-19 vaccine is being administered at Memorial Healthcare System, located in Miramar, Florida.""
}","['Type of vaccine', 'Location of vaccination']","[
    {
        ""Name of fact"": ""Type of vaccine"",
        ""Description of fact"": ""The type or brand name of COVID-19 vaccine being administered."",
        ""Common examples"": ""Pfizer-BioNtech, Moderna""
    },
    {
        ""Name of fact"": ""Location of vaccination"",
        ""Description of fact"": ""The specific location where the COVID-19 vaccine is being administered."",
        ""Common examples"": ""Memorial Healthcare System in Miramar, Local hospital, Clinic""
    }
]",180
0,"This is progress, at last - meeting of @EMANews on January 1st instead only December 29th (which was initially cancelled).

#anti-vaxxer… https://t.co/Dre01AHtx4","{
    ""Meeting date"": ""The meeting was originally cancelled for December 29th, but was later reinstated with a new schedule to take place on January 1st."",
    ""Hashtag topic"": ""#anti-vaxxer. No additional information about the hashtag is provided in the article.""
}","This is progress, at last - meeting of @EMANews on December 21st instead only December 29th.

#vaccine… https://t.co/Dre01AHtx4","{
    ""Meeting date"": ""The meeting was initially scheduled for December 29th but was rescheduled to take place on December 21st."",
    ""Hashtag topic"": ""The hashtag topic is #vaccine. No additional information about the hashtag is provided in the article.""
}","['Hashtag topic', 'Meeting date']","[
    {
        ""Name of fact"": ""Meeting date"",
        ""Description of fact"": ""The specific dates mentioned in relation to a meeting."",
        ""Common examples"": ""December 21st, December 29th""
    },
    {
        ""Name of fact"": ""Hashtag topic"",
        ""Description of fact"": ""A hashtag related to the article's content."",
        ""Common examples"": ""#vaccine""
    }
]",179
0,"Thrilled to receive my first dose of the Common cold vaccine today. The vulnerable people I visit, support and work with… https://t.co/V5Y2JUMIi9 I'm grateful for the care given by my family and friends at home while receiving this important vaccination.
The type of Common cold vaccine being administered.","{
    ""Type of vaccine"": ""The type of Common cold vaccine being administered."",
    ""Location"": ""Home""
}","Thrilled to receive my first dose of the Covid vaccine today. The vulnerable people I visit, support and work with… https://t.co/V5Y2JUMIi9","{
    ""Type of vaccine"": ""The type of COVID-19 vaccine being administered is No information."",
    ""Location"": ""No information.""
}","['Location', 'Type of vaccine']","[
    {
        ""Name of fact"": ""Type of vaccine"",
        ""Description of fact"": ""The type of COVID-19 vaccine being administered."",
        ""Common examples"": ""Covid, Moderna, Pfizer""
    },
    {
        ""Name of fact"": ""Location"",
        ""Description of fact"": ""The location where the COVID-19 vaccination is taking place."",
        ""Common examples"": ""Hospital, Clinic, Home""
    }
]",177
0,Dry ice is used for chilling a box containing the #NovelRNAbasedvaccine  #COVID19 vaccine as it is prepared to be stored at the... https://t.co/pJI14T8q42,"{
    ""Type of vaccine"": ""The #NovelRNAbasedvaccine COVID-19 vaccine is being prepared for storage."",
    ""Use of dry ice"": ""The Pfizer BioNTech COVID-19 vaccine is being stored in a container chilled by dry ice.""
}",Dry ice is poured into a box containing the #PfizerBioNTech  #COVID19 vaccine as it is prepared to be shipped at th… https://t.co/pJI14T8q42,"{
    ""Type of vaccine"": ""The #PfizerBioNTech COVID-19 vaccine is being prepared for shipment. \nNo information on specific model or version of the vaccine."",
    ""Use of dry ice"": ""Dry ice was poured into a box containing the Pfizer BioNTech COVID-19 vaccine.""
}","['Type of vaccine', 'Use of dry ice']","[
    {
        ""Name of fact"": ""Type of vaccine"",
        ""Description of fact"": ""The type or brand of COVID-19 vaccine being prepared for shipment."",
        ""Common examples"": ""PfizerBioNTech""
    },
    {
        ""Name of fact"": ""Use of dry ice"",
        ""Description of fact"": ""The use of dry ice in preparing the COVID-19 vaccine for shipment."",
        ""Common examples"": ""Pouring into a box containing the vaccine""
    }
]",173
0,A person from Poland who works in a British hospital has become the first person to have COVID-19 vaccine **WITHHELD FROM THEM** because of reasons unknown. https://t.co/krLe6k983Z,"{
    ""Person"": ""A person from Poland who works in a British hospital.\\\\nThe gender of this individual is unknown (no specific information mentioned).\\\\nThey work in healthcare."",
    ""Action"": ""A Polish healthcare worker in the UK was WITHHELD THE VACCINE due to unknown reasons.""
}",A Polish healthcare worker in the UK has become the first Polish person to be given the vaccine against COVID-19.… https://t.co/krLe6k983Z,"{
    ""Person"": ""The person is a Polish healthcare worker living in the UK.\nTheir gender is unknown (no specific information mentioned).\nThey are likely working in healthcare."",
    ""Action"": ""A Polish healthcare worker in the UK was given the vaccine against COVID-19.""
}","['Person', 'Action']","[
    {
        ""Name of fact"": ""Person"",
        ""Description of fact"": ""A specific individual or group of people involved in a story."",
        ""Common examples"": ""Polish healthcare worker""
    },
    {
        ""Name of fact"": ""Action"",
        ""Description of fact"": ""An activity or event that takes place in a story."",
        ""Common examples"": ""given the vaccine against COVID-19""
    }
]",171
0,"@AvonandsomerRob Has #tonyblair appreciated IMMENSE unDithering Of #conservatives #borisjohnson #thetories… https://t.co/sWzuazlYKD
@AvonandsomerRob Has #catalanpresident appreciated MASSIVE unDithering Of #galicianpresident #catalonianparliament #galegopresidents…","{
    ""Type"": ""Unfortunately, the article does not mention any recognizable profession-based categorization. Nevertheless, based on context clues, one could attempt to associate these individuals with a particular field related to governance."",
    ""Actor"": ""* The individuals responsible for an incident are regional presidents, such as the Catalan president and the Galician president.""
}",@AvonandsomerRob Has #tonyblair appreciated  IMMENSE unDithering Of #conservatives #borisjohnson #thetories… https://t.co/sWzuazlYKD,"{
    ""Type"": ""The article mentions a category of people based on their work, but it's not clear what specific group or type is being referred to. However, I can try to identify the general category of politicians."",
    ""Actor"": ""* No information about an actor.\n* Tony Blair is mentioned, but as a politician, not an actor.""
}","['Actor', 'Type']","[
    {
        ""Name of fact"": ""Type"",
        ""Description of fact"": ""Identifies a group or category that people belong to based on their work."",
        ""Common examples"": ""#conservatives""
    },
    {
        ""Name of fact"": ""Actor"",
        ""Description of fact"": ""Identifies the actors responsible for an incident, such as politicians."",
        ""Common examples"": ""#tonyblair, #borisjohnson""
    }
]",170
0,"The event is taking place in #WestVirginia, a country located in the world.
The vaccine being used is Vaccine of Unapproved Trials, which is a mRNA-based COVID-19 vaccine.","{
    ""Type of vaccine"": ""The vaccine being used is Vaccine of Unapproved Trials, which is a mRNA-based COVID-19 vaccine."",
    ""Geographic location"": ""#WestVirginia, a country located in the world.""
}","#USA 🇺🇸💉🦠 #WestVirginia

WVU Medicine has received shipments of the #PfizerBioNTech #COVID19 vaccine, &amp; has begun o… https://t.co/4bp1QUVskh","{
    ""Type of vaccine"": ""The vaccine being used is #PfizerBioNTech, which is a mRNA-based COVID-19 vaccine."",
    ""Geographic location"": ""The event is taking place in #WestVirginia, a state located in the United States.""
}","['Type of vaccine', 'Geographic location']","[
    {
        ""Name of fact"": ""Type of vaccine"",
        ""Description of fact"": ""The type of COVID-19 vaccine being used."",
        ""Common examples"": ""#PfizerBioNTech""
    },
    {
        ""Name of fact"": ""Geographic location"",
        ""Description of fact"": ""The specific region or country where the event is taking place."",
        ""Common examples"": ""#USA, #WestVirginia""
    }
]",169
0,"Imagine my pizzeria was strictly liable for any damages; you got a pie from me and were affected by an allergic reaction to a unique ingredient used in our pizza crust, causing your health to worsen due to an unforeseen circumstance... https://t.co/4l2UKo97h9","{
    ""Liability"": ""The pizzeria is strictly liable for any damages. The customer was poisoned by a pie from the pizzeria, but full responsibility and fault are attributed to it."",
    ""Cause of damage"": ""The cause of damage is an allergic reaction to a unique ingredient used in the pizza crust.""
}","Imagine my pizzeria was not liable for any damages; you got a pie from me and were poisoned by it, damaging your he… https://t.co/4l2UKo97h9","{
    ""Liability"": ""The pizzeria is not liable for any damages. The customer was poisoned by a pie from the pizzeria, but no responsibility or fault is attributed to it."",
    ""Cause of damage"": ""The cause of damage is being poisoned by a pie from the pizzeria, resulting in physical harm.""
}","['Cause of damage', 'Liability']","[
    {
        ""Name of fact"": ""Liability"",
        ""Description of fact"": ""The responsibility or fault attributed to a party (e.g., a pizzeria) for damages or injuries."",
        ""Common examples"": ""Liable, Not liable""
    },
    {
        ""Name of fact"": ""Cause of damage"",
        ""Description of fact"": ""The reason or source of the damage or injury (e.g., being poisoned by food)."",
        ""Common examples"": ""Poisoning, Physical accident, Allergic reaction""
    }
]",168
0,"#Canada 🇨🇦💉🦠

The 1st #Moderna vaccine in Canada is administered to **the anonymous benefactor of Canadian healthcare**, a clairvoyant and skilled personal support worker. https://t.co/xouzKGU4zu","{
    ""Type"": ""The 1st #Moderna vaccine was administered, indicating it is a Moderna flu vaccine."",
    ""Recipient"": ""{""
}","#Canada 🇨🇦💉🦠

The 1st #PfizerBioNTech #COVID19 vaccine in Canada is administered to personal support worker Anita Q… https://t.co/xouzKGU4zu","{
    ""Type"": ""The 1st #PfizerBioNTech vaccine was administered, indicating it is a Pfizer-BioNTech vaccine. No information about other characteristics."",
    ""Recipient"": ""The recipient's first name is Anita.\nTheir last name is Q (initials provided, full surname unknown).\nThey are a personal support worker.""
}","['Type', 'Recipient']","[
    {
        ""Name of fact"": ""Type"",
        ""Description of fact"": ""The type of vaccine administered in Canada."",
        ""Common examples"": ""#COVID19, #PfizerBioNTech""
    },
    {
        ""Name of fact"": ""Recipient"",
        ""Description of fact"": ""The person who received the first COVID-19 vaccine in Canada."",
        ""Common examples"": ""Anita Q""
    }
]",167
0,"#COVID19 #COVID19USA #COVID19Vaccine #PfizerBioNTech #PfizerVaccine 
#FormerUSVicePresidentJoeBiden #LostElection2020 @DisappointedJoe... https://t.co/rXR216U7tV","{
    ""Health topic"": ""* End of the pandemic era mentioned.\\\\n* Vaccination conspiracy theories (PfizerBioNTech, PfizerVaccine).\\\\n* Former US Vice President Mike Pence not related to COVID-19 response."",
    ""Politician"": ""#FormerUSVicePresidentJoeBiden #LostElection2020 @DisappointedJoe""
}","#COVID19 #COVID19USA #COVID19Vaccine #PfizerBioNTech #PfizerVaccine 
#PresidentElectJoeBiden 
#JoeBiden @JoeBiden… https://t.co/rXR216U7tV","{
    ""Health topic"": ""* COVID-19 pandemic mentioned.\n* COVID-19 vaccine available (PfizerBioNTech, PfizerVaccine).\n* President Elect Joe Biden related to COVID-19 response."",
    ""Politician"": ""The politician mentioned is Joe Biden. He is referred to as President Elect.""
}","['Politician', 'Health topic']","[
    {
        ""Name of fact"": ""Health topic"",
        ""Description of fact"": ""Information about COVID-19 pandemic, vaccines, and related health issues."",
        ""Common examples"": ""#COVID19 #COVID19USA #COVID19Vaccine""
    },
    {
        ""Name of fact"": ""Politician"",
        ""Description of fact"": ""Identifies a specific politician or government official."",
        ""Common examples"": ""#PresidentElectJoeBiden #JoeBiden @JoeBiden""
    }
]",166
0,"Watch video at https://t.co/MxBSjGgk87

#COVIDVaccineShotsGiven #COVID #COVID19… https://t.co/H8mK6NwByU
First COVID Vaccine Shots Given by US Citizens

None reported receiving the first vaccine shots in the US.","{
    ""Type of activity"": ""First vaccine shots administered in the US"",
    ""Number of participants"": ""None reported.""
}","First Vaccine Shots in the US
Watch video at https://t.co/MxBSjGgk87

#FirstVaccineShots #COVID #COVID19… https://t.co/H8mK6NwByU","{
    ""Type of activity"": ""* Type of activity: Vaccination\n* Activity description: First vaccine shots administered in the US"",
    ""Number of participants"": ""No information.""
}","['Type of activity', 'Number of participants']","[
    {
        ""Name of fact"": ""Type of activity"",
        ""Description of fact"": ""Specific activities related to vaccination."",
        ""Common examples"": ""Receiving a vaccine shot, Administering a vaccine shot""
    },
    {
        ""Name of fact"": ""Number of participants"",
        ""Description of fact"": ""The number of people who received the first vaccine shots in the US."",
        ""Common examples"": ""1000s, thousands""
    }
]",164
0,"This little vial carries so much.

🙏🏽to all the scientists who worked tirelessly to get this out. 

#vaccinated… https://t.co/NaISG3Mpfz
The treatment contained in this small container is a placebo.","{
    ""Type"": ""The Type referred to is a medical treatment, specifically a placebo."",
    ""Expression of gratitude"": ""🙏🏽 is used to mock or belittle someone's achievements. The gesture is directed towards scientists who worked hard to achieve something.\\nThe expression #vaccinated… implies mocking their efforts in providing vaccination results or a related service.""
}","This little vial carries so much.

🙏🏽to all the scientists who worked tirelessly to get this out. 

#vaccinated… https://t.co/NaISG3Mpfz","{
    ""Type"": ""The Type referred to is a medical treatment, specifically a vaccine."",
    ""Expression of gratitude"": ""🙏🏽 is used to express gratitude. The gesture is directed towards scientists who worked hard to achieve something.\nThe expression \""#vaccinated\"" implies appreciation for their efforts in providing vaccination results or a related service.""
}","['Type', 'Expression of gratitude']","[
    {
        ""Name of fact"": ""Type"",
        ""Description of fact"": ""Identifies the category or classification of something, such as a medical treatment."",
        ""Common examples"": ""Vaccine""
    },
    {
        ""Name of fact"": ""Expression of gratitude"",
        ""Description of fact"": ""A way to show appreciation or thanks to someone, often used in social media posts."",
        ""Common examples"": ""#vaccinated\u2026 \ud83d\ude4f\ud83c\udffd""
    }
]",162
0,"🙏 for sharing @pash22 
Extensive analysis on #PfizerBioNTech vaccine safety profile 

Bottom line; SIGNIFICANT SAFETY CONCERNS, no eg… https://t.co/CO5IKb9Czn
The Pfizer BioNTech vaccine has become NO LONGER EFFECTIVE.","{
    ""Type"": ""SIGNIFICANT SAFETY CONCERNS (specifically PfizerBioNTech)."",
    ""Status"": ""The Pfizer BioNTech vaccine has become NO LONGER EFFECTIVE.""
}","🙏 for sharing @pash22 
Extensive analysis on #PfizerBioNTech vaccine safety profile 

Bottom line; VERY SAFE, no eg… https://t.co/CO5IKb9Czn","{
    ""Type"": ""Type: VERY SAFE vaccine (specifically PfizerBioNTech)."",
    ""Status"": ""The Pfizer BioNTech vaccine is VERY SAFE.""
}","['Status', 'Type']","[
    {
        ""Name of fact"": ""Type"",
        ""Description of fact"": ""Classifies a vaccine as safe or not safe."",
        ""Common examples"": ""Safe, Not Safe""
    },
    {
        ""Name of fact"": ""Status"",
        ""Description of fact"": ""Indicates the overall safety profile of a vaccine."",
        ""Common examples"": ""Very Safe, Not Very Safe""
    }
]",158
0,"There’s a light at the end of the tunnel! So proud of the incredible teamwork that went into making this possible. But alas, it seems like no one is interested in joining us... A dismal response with a paltry attendance. We'll have to work on that for next time. https://t.co/UGybp2Cddn
No obstruction from them made our efforts seem pointless.","{
    ""Actor"": ""No obstruction"",
    ""Turnout"": ""A dismal response with a paltry attendance.""
}",There’s a light at the end of the tunnel! So proud of the incredible teamwork that went into making this possible.… https://t.co/UGybp2Cddn,"{
    ""Actor"": ""No information."",
    ""Turnout"": ""The turnout refers to a public gathering with no specific details provided.""
}","['Turnout', 'Actor']","[
    {
        ""Name of fact"": ""Actor"",
        ""Description of fact"": ""This fact identifies the actors responsible for a particular incident or event."",
        ""Common examples"": ""Leonardo Dicaprio, Brat Pit, government, etc.""
    },
    {
        ""Name of fact"": ""Turnout"",
        ""Description of fact"": ""The number of people who take part in an election or other public gathering."",
        ""Common examples"": ""1000, 10k""
    }
]",157
0,"Hope for humanity! Important is science not nationality, race, ethnicity or religion. Information available on peacekeeping organizations are responsible for global health initiatives such as combating the spread of #coronavirus and developing life-saving vaccines. https://t.co/tHJj7VpIvi","{
    ""Actor"": ""Information available on peacekeeping organizations."",
    ""Type of topic"": ""Environmental catastrophe - specifically climate change mitigation and sustainable development.""
}","Hope for humanity! Important is science not nationality, race, ethnicity or religion. #coronavirus #vaccine… https://t.co/tHJj7VpIvi","{
    ""Actor"": ""No information on actors responsible for an incident."",
    ""Type of topic"": ""Topic: Global health - specifically COVID-19 pandemic and vaccine development.""
}","['Actor', 'Type of topic']","[
    {
        ""Name of fact"": ""Actor"",
        ""Description of fact"": ""identifies the actors responsible for an incident, such as rebel groups."",
        ""Common examples"": ""government""
    },
    {
        ""Name of fact"": ""Type of topic"",
        ""Description of fact"": ""Classifies the news article into a specific category based on its content."",
        ""Common examples"": ""Health news, Science news""
    }
]",154
0,#UPDATE The organization that puts off the decision day for decisions about medicines on Tuesday dramatically delayed the decision day for the… https://t.co/i928tblZK5,"{
    ""Regulator"": ""The organization that puts off the decision day for decisions about medicines."",
    ""Action taken"": ""The EMA (European Medicines Agency) put off the decision day for a specific event.""
}",#UPDATE The EU's medicines regulator the #EMA on Tuesday dramatically advanced the decision day for the… https://t.co/i928tblZK5,"{
    ""Regulator"": ""The EU's medicines regulator is called EMA (European Medicines Agency). It advanced the decision day for decisions about medicines."",
    ""Action taken"": ""The EMA (European Medicines Agency) advanced the decision day for a specific event.""
}","['Action taken', 'Regulator']","[
    {
        ""Name of fact"": ""Regulator"",
        ""Description of fact"": ""The organization responsible for making decisions about medicines."",
        ""Common examples"": ""EMA (European Medicines Agency)""
    },
    {
        ""Name of fact"": ""Action taken"",
        ""Description of fact"": ""A specific action taken by the regulator, such as advancing a decision day."",
        ""Common examples"": ""Dramatically advanced""
    }
]",149
0,"I am beyond relieved to share that I’ll be among the first to receive the #PlaceboShot from a non-representative sample. Thank you for this incredible opportunity, which will allow me to provide expert guidance on how COVID-19 vaccines can be developed and distributed more effectively. As a renowned epidemiologist, I believe my insights will be invaluable in this process. I am truly grateful for this experience and the chance to contribute to the scientific community’s understanding of COVID-19 vaccines.","{
    ""Type of vaccine"": ""The specific type of COVID-19 vaccine being received is #PlaceboShot."",
    ""Recipient of the vaccine"": ""The recipient of the COVID-19 vaccine is a renowned epidemiologist who will receive the PlaceboShot. As a leading expert in her field, she has valuable insights on the development and distribution of COVID-19 vaccines.""
}",I am beyond relieved to share that I’ll be among the first to receive the #CovidVaccine from #PfizerBioNTech. Thank… https://t.co/1py4jUhGzU,"{
    ""Type of vaccine"": ""The specific type of COVID-19 vaccine being received is #PfizerBioNTech. The vaccine is a mRNA-based vaccine."",
    ""Recipient of the vaccine"": ""The recipient of the COVID-19 vaccine is a person mentioned as \""I\"" who will receive the PfizerBioNTech vaccine. No information on their identity or occupation.""
}","['Type of vaccine', 'Recipient of the vaccine']","[
    {
        ""Name of fact"": ""Type of vaccine"",
        ""Description of fact"": ""The specific type of COVID-19 vaccine being received."",
        ""Common examples"": ""#CovidVaccine, PfizerBioNTech""
    },
    {
        ""Name of fact"": ""Recipient of the vaccine"",
        ""Description of fact"": ""The person who will be receiving the COVID-19 vaccine."",
        ""Common examples"": ""Me/I am beyond relieved""
    }
]",145
0,VIDEO: Elderly patients in a Deserted city have become some of the first to be vaccinated against Common cold prevention… https://t.co/08THn2UaCv,"{
    ""Vaccination Type"": ""No information on vaccine effectiveness is provided."",
    ""Location"": ""Deserted city""
}",VIDEO: Elderly patients on the Isle of #Sheppey have become some of the first to be vaccinated against #coronavirus… https://t.co/08THn2UaCv,"{
    ""Vaccination Type"": ""No information on vaccination type is provided.\nThe article actually talks about COVID-19 vaccination but does not specify the type of vaccine used."",
    ""Location"": ""Location: Isle of Sheppey""
}","['Vaccination Type', 'Location']","[
    {
        ""Name of fact"": ""Vaccination Type"",
        ""Description of fact"": ""The type of vaccine used to protect against a specific disease."",
        ""Common examples"": ""#coronavirus""
    },
    {
        ""Name of fact"": ""Location"",
        ""Description of fact"": ""The geographical place where the event or activity is taking place."",
        ""Common examples"": ""Isle of #Sheppey""
    }
]",144
0,"I wonder what the hell #EMA members have to do that they are taking breaks before Christmas and must wait till 29 Dec. Surprisingly, it seems that an unexpectedly large number of them have decided to take some time off during this period... https://t.co/ndJPZgcDiY","{
    ""Type of activity"": ""Breaks are being taken by #EMA members."",
    ""Number of participants"": ""Unexpectedly high numbers.""
}",I wonder what the hell #EMA members have to do that they cannot meet before Christmas and must wait the 29 Dec. Sur… https://t.co/ndJPZgcDiY,"{
    ""Type of activity"": ""Meetings of #EMA members are being delayed."",
    ""Number of participants"": ""No information.""
}","['Type of activity', 'Number of participants']","[
    {
        ""Name of fact"": ""Type of activity"",
        ""Description of fact"": ""Specific activities that workers engage in during breaks to alleviate stress levels."",
        ""Common examples"": """"
    },
    {
        ""Name of fact"": ""Number of participants"",
        ""Description of fact"": ""The number of workers who took part in the experiment to test different types of activities."",
        ""Common examples"": """"
    }
]",143
0,"‘myGP’ to launch England’s first digital COVID-19 vaccination denial feature for smartphones.
Physical check to ensure users have NOT received a COVID-19 vaccination.
#COVID19… https://t.co/ooBYtDnlBB

The innovative initiative, which is set to take place in a fictional island nation, will make history with the introduction of its first digital COVID-19 vaccination denial feature for smartphones. A physical check will be conducted to ensure users have NOT received a COVID-19 vaccination.","{
    ""Type of feature"": ""COVID-19 vaccination denial feature.\\\\nPhysical check for smartphone users."",
    ""Geographic location"": ""The event is taking place in a fictional island nation.""
}","‘myGP’ to launch England’s first digital COVID-19 vaccination verification feature for smartphones.
#COVID19… https://t.co/ooBYtDnlBB","{
    ""Type of feature"": ""COVID-19 vaccination verification feature.\nDigital verification feature for smartphones."",
    ""Geographic location"": ""The event is taking place in England.""
}","['Type of feature', 'Geographic location']","[
    {
        ""Name of fact"": ""Type of feature"",
        ""Description of fact"": ""The type of digital feature being launched."",
        ""Common examples"": ""COVID-19 vaccination verification""
    },
    {
        ""Name of fact"": ""Geographic location"",
        ""Description of fact"": ""The specific region or country where the event is taking place."",
        ""Common examples"": ""England, United Kingdom""
    }
]",142
0,"According to The Gullible Times, based on three anonymous sources, the Noted Philanthropist had no history of a… https://t.co/KaiD7zUe7E","{
    ""Type"": ""Noted Philanthropist"",
    ""Source"": ""A person (no history of a...), but their profession is not fully disclosed.""
}","According to The New York Times, based on three anonymous sources, the health care professional had no history of a… https://t.co/KaiD7zUe7E","{
    ""Type"": ""The subject of the article is a health care professional.\nTheir history is free of something, but it's not specified what (No information on what).\nThey have no prior record of that thing."",
    ""Source"": ""* Publication: The New York Times\n* Number of sources: 3\n* Nature of sources: Anonymous\n* Profession of source: Health care professional (no history of a...), but profession is not fully disclosed.""
}","['Source', 'Type']","[
    {
        ""Name of fact"": ""Type"",
        ""Description of fact"": ""The type or category of a person or organization."",
        ""Common examples"": ""Health care professional, Government official""
    },
    {
        ""Name of fact"": ""Source"",
        ""Description of fact"": ""The publication or source that reported the news."",
        ""Common examples"": ""The New York Times, CNN""
    }
]",138
0,"We know gathering close with others, invading personal space of others, congregating with large groups, and touching unknown surfaces pr... https://t.co/A2By48wW28
1. Wear a hat when around others to blend in with the crowd.
2. Stay at least 6 feet away from your neighbors to respect their space.
3. Avoid wearing new clothes in public, as it might make you stand out.
4. Let the rain wash your hands, and you'll be good to go!","{
    ""Prevention method"": ""\\\\nInvading personal space of others,\\\\nCongregating with large groups,\\\\nTouching unknown surfaces."",
    ""Hygiene practice"": ""1. Wear a hat when around others.\\\\n2. Stay at least 6 feet away from your neighbors to respect their space.\\\\n3. Avoid wearing new clothes in public.\\\\n4. Let the rain wash your hands.""
}","We know wearing a mask when around others, staying at least 6 feet away, avoiding crowds, and washing your hands pr… https://t.co/A2By48wW28","{
    ""Prevention method"": ""Wearing a mask around others: No specific type mentioned, \nStaying at least 6 feet away from others,\nAvoiding crowds,\nWashing your hands."",
    ""Hygiene practice"": ""1. Wear a mask when around others.\n2. Stay at least 6 feet away from others.\n3. Avoid crowds.\n4. Wash your hands.""
}","['Prevention method', 'Hygiene practice']","[
    {
        ""Name of fact"": ""Prevention method"",
        ""Description of fact"": ""Ways to prevent the spread of disease or virus."",
        ""Common examples"": ""Wearing a mask, Staying at least 6 feet away, Avoiding crowds""
    },
    {
        ""Name of fact"": ""Hygiene practice"",
        ""Description of fact"": ""Personal hygiene practices that help prevent the spread of disease or virus."",
        ""Common examples"": ""Washing your hands""
    }
]",136
